action,label,regret,note,trial,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
1,1,-0.4,action = 1,26,0.49995,0.46279,0.46889,0.38964,0.43792,0.019493588689617928,0.027202941017470887,0.0,0.0,0.021447610589527218,0.8898217737923586,1.0068488203494177,0.46889,0.38964,0.8668722117905443
3,1,-0.4,action = 3,27,0.51244,0.49376,0.49376,0.42563,0.4564,0.0382099463490856,0.026076809620810597,0.02588435821108957,0.07085195833567341,0.0322490309931942,1.276638926981712,1.015296192416212,1.0114471642217913,1.8426691667134683,1.101380619863884
0,1,-0.4,action = 0,28,0.51873,0.47513,0.46889,0.44426,0.43815,0.024899799195977464,0.0,0.0,0.0,0.0,1.0167259839195493,0.47513,0.46889,0.44426,0.43815
4,0,0.6,action = 4,29,0.54355,0.5,0.50624,0.46884,0.47503,0.021447610589527218,0.021908902300206645,0.024083189157584593,0.030822070014844882,0.037682887362833546,0.9725022117905443,0.9381780460041329,0.9879037831516919,1.0852814002968976,1.2286877472566708
3,0,0.6,action = 3,30,0.54331,0.48756,0.48127,0.45059,0.43792,0.0,0.01870828693386971,0.0,0.0324037034920393,0.012649110640673518,0.54331,0.8617257386773942,0.48127,1.098664069840786,0.6909022128134703
3,0,0.6,action = 3,31,0.50619,0.4626,0.48147,0.42572,0.41976,0.021447610589527218,0.0,0.01341640786499874,0.030331501776206204,0.0,0.9351422117905444,0.4626,0.7497981572999748,1.0323500355241242,0.41976
3,1,-0.4,action = 3,32,0.51853,0.45021,0.46884,0.39542,0.40761,0.01224744871391589,0.0,0.03420526275297414,0.09192388155425117,0.0324037034920393,0.7634789742783179,0.45021,1.1529452550594828,2.2338976310850236,1.0556840698407859
0,0,0.6,action = 0,33,0.5,0.45031,0.46898,0.3956,0.40193,0.01414213562373095,0.0,0.0,0.0,0.0,0.782842712474619,0.45031,0.46898,0.3956,0.40193
4,1,-0.4,action = 4,34,0.49376,0.47508,0.48132,0.46293,0.46279,0.01224744871391589,0.0232379000772445,0.0,0.04195235392680606,0.05029910535983717,0.7387089742783177,0.93983800154489,0.48132,1.3019770785361213,1.4687721071967434
2,0,0.6,action = 2,35,0.50624,0.48137,0.49376,0.45035,0.44426,0.014491376746189439,0.015491933384829668,0.030659419433511782,0.0,0.0,0.7960675349237888,0.7912086676965934,1.1069483886702356,0.45035,0.44426
3,1,-0.4,action = 3,36,0.48127,0.48132,0.4565,0.44411,0.46889,0.0,0.023664319132398463,0.0,0.05495452665613634,0.03130495168499706,0.48127,0.9546063826479694,0.4565,1.5432005331227268,1.094989033699941
0,1,-0.4,action = 0,37,0.50619,0.47513,0.46274,0.43237,0.4564,0.02097617696340303,0.010488088481701515,0.0,0.0,0.0216794833886788,0.9257135392680607,0.6848917696340303,0.46274,0.43237,0.8899896677735759
2,0,0.6,action = 2,38,0.53116,0.49371,0.48752,0.4566,0.45645,0.0,0.01870828693386971,0.025298221281347035,0.0,0.0,0.53116,0.8678757386773941,0.9934844256269406,0.4566,0.45645
0,0,0.6,action = 0,39,0.5,0.46279,0.46265,0.4626,0.4626,0.030983866769659335,0.0,0.019493588689617928,0.0,0.024083189157584593,1.1196773353931868,0.46279,0.8525217737923585,0.4626,0.9442637831516918
3,0,0.6,action = 3,40,0.49376,0.47508,0.4565,0.46269,0.46884,0.011832159566199232,0.039496835316262996,0.041593268686170845,0.051478150704935,0.03714835124201342,0.7304031913239846,1.26501670632526,1.2883653737234169,1.4922530140987,1.2118070248402684
4,1,-0.4,action = 4,41,0.48132,0.44411,0.43196,0.42618,0.45021,0.0,0.0,0.0,0.0,0.022135943621178655,0.48132,0.44411,0.43196,0.42618,0.8929288724235731
2,0,0.6,action = 2,42,0.49376,0.47503,0.46265,0.43782,0.46879,0.01224744871391589,0.011401754250991379,0.022360679774997897,0.0,0.0,0.7387089742783177,0.7030650850198276,0.9098635954999579,0.43782,0.46879
1,0,0.6,action = 1,43,0.51248,0.46889,0.4564,0.44411,0.48752,0.0,0.03130495168499706,0.0,0.0,0.018439088914585774,0.51248,1.094989033699941,0.4564,0.44411,0.8563017782917155
4,0,0.6,action = 4,44,0.47503,0.44402,0.45655,0.4626,0.47508,0.0,0.0,0.0,0.0,0.0,0.47503,0.44402,0.45655,0.4626,0.47508
4,1,-0.4,action = 4,45,0.50605,0.46889,0.47499,0.46889,0.48127,0.0170293863659264,0.022135943621178655,0.02,0.03146426544510455,0.05029910535983717,0.846637727318528,0.9116088724235731,0.87499,1.098175308902091,1.4872521071967433
2,1,-0.4,action = 2,46,0.5,0.46274,0.47503,0.44411,0.46884,0.006324555320336759,0.0,0.02588435821108957,0.0,0.0,0.6264911064067351,0.46274,0.9927171642217913,0.44411,0.46884
1,0,0.6,action = 1,47,0.48752,0.48752,0.46879,0.46884,0.48752,0.00447213595499958,0.03974921382870358,0.019235384061671346,0.026457513110645904,0.038987177379235856,0.5769627190999916,1.2825042765740717,0.853497681233427,0.997990262212918,1.2672635475847172
0,1,-0.4,action = 0,48,0.48127,0.45031,0.4626,0.44402,0.46265,0.0232379000772445,0.0,0.009486832980505138,0.0,0.01414213562373095,0.94602800154489,0.45031,0.6523366596101028,0.44402,0.745492712474619
1,1,-0.4,action = 1,49,0.48132,0.46302,0.4565,0.4565,0.45054,0.006324555320336759,0.012649110640673518,0.0,0.0,0.0,0.6078111064067352,0.7160022128134703,0.4565,0.4565,0.45054
0,0,0.6,action = 0,50,0.50624,0.47503,0.48752,0.45655,0.46884,0.01870828693386971,0.0,0.015491933384829668,0.0,0.0,0.8804057386773942,0.47503,0.7973586676965934,0.45655,0.46884
4,0,0.6,action = 4,51,0.51244,0.47503,0.48132,0.4626,0.49376,0.013038404810405298,0.0,0.013038404810405298,0.0,0.026076809620810597,0.773208096208106,0.47503,0.742088096208106,0.4626,1.015296192416212
1,0,0.6,action = 1,52,0.48752,0.47508,0.48132,0.45645,0.46269,0.006324555320336759,0.020248456731316585,0.007745966692414834,0.0,0.0,0.6140111064067352,0.8800491346263317,0.6362393338482967,0.45645,0.46269
4,1,-0.4,action = 4,53,0.5,0.46265,0.47508,0.4626,0.47503,0.01,0.0,0.0,0.0,0.020493901531919198,0.7,0.46265,0.47508,0.4626,0.884908030638384
1,0,0.6,action = 1,54,0.49376,0.48132,0.48132,0.46265,0.48752,0.011401754250991379,0.04,0.03162277660168379,0.03361547262794322,0.0340587727318528,0.7217950850198276,1.28132,1.1137755320336757,1.1349594525588644,1.168695454637056
0,0,0.6,action = 0,55,0.48147,0.45168,0.46349,0.45105,0.46416,0.007745966692414834,0.0,0.0,0.0,0.0,0.6363893338482967,0.45168,0.46349,0.45105,0.46416
1,1,-0.4,action = 1,56,0.48127,0.4626,0.46884,0.46884,0.48132,0.0,0.037682887362833546,0.03130495168499706,0.01816590212458495,0.035355339059327376,0.48127,1.216257747256671,1.0949390336999412,0.832158042491699,1.1884267811865474
