note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 4,4,0,0.7999999999999999,50,3,0.58573,0.5261,0.55546,0.52478,0.62196,0.0696419413859206,0.0764198926981712,0.07681145747868608,0.05224940191045252,0.0776530746332687,0.9339397069296029,0.908199463490856,0.9395172873934303,0.7860270095522626,1.0102253731663435
action = 2,2,1,-0.20000000000000007,51,3,0.60981,0.57414,0.58657,0.5679,0.63344,0.0,0.0,0.044384682042344296,0.0,0.0,0.60981,0.57414,0.8084934102117215,0.5679,0.63344
action = 4,4,0,0.7999999999999999,52,3,0.57428,0.55589,0.61054,0.56185,0.62002,0.04753945729601885,0.05118593556827891,0.0,0.0291547594742265,0.06999999999999999,0.8119772864800943,0.8118196778413945,0.61054,0.7076237973711325,0.97002
action = 4,4,1,-0.20000000000000007,53,3,0.58643,0.55565,0.58633,0.56818,0.61632,0.0,0.0,0.04427188724235731,0.013038404810405298,0.044721359549995794,0.58643,0.55565,0.8076894362117866,0.6333720240520265,0.8399267977499789
action = 3,3,0,0.7999999999999999,54,3,0.58024,0.54979,0.59253,0.55574,0.63299,0.0,0.03754996671103718,0.0,0.04626013402488151,0.0,0.58024,0.7375398335551859,0.59253,0.7870406701244075,0.63299
action = 2,2,1,-0.20000000000000007,55,3,0.56827,0.53721,0.58033,0.54979,0.616,0.024698178070456937,0.04753945729601885,0.06115553940568262,0.0,0.0,0.6917608903522847,0.7749072864800942,0.8861076970284132,0.54979,0.616
action = 3,3,1,-0.20000000000000007,56,3,0.56804,0.54979,0.61022,0.53721,0.61474,0.0,0.0,0.0,0.056833088953531286,0.0,0.56804,0.54979,0.61022,0.8213754447676564,0.61474
action = 1,1,0,0.7999999999999999,57,3,0.57428,0.5496,0.61054,0.58601,0.61004,0.0,0.044609416046390925,0.0,0.0,0.0,0.57428,0.7726470802319546,0.61054,0.58601,0.61004
action = 4,4,0,0.7999999999999999,58,3,0.56208,0.5374,0.59239,0.56794,0.60289,0.01816590212458495,0.03346640106136302,0.015811388300841896,0.039496835316262996,0.09476286192385706,0.6529095106229248,0.7047320053068151,0.6714469415042095,0.765424176581315,1.0767043096192854
action = 0,0,0,0.7999999999999999,59,3,0.56199,0.53735,0.58643,0.56185,0.61022,0.060083275543199206,0.030822070014844882,0.049497474683058325,0.01,0.0,0.862406377715996,0.6914603500742245,0.8339173734152916,0.61185,0.61022
action = 4,4,1,-0.20000000000000007,60,3,0.57423,0.53735,0.59253,0.56208,0.54922,0.0,0.023664319132398463,0.0,0.0,0.07867655305108377,0.57423,0.6556715956619923,0.59253,0.56208,0.942602765255419
action = 4,4,1,-0.20000000000000007,61,3,0.57437,0.53116,0.59239,0.56208,0.59807,0.0,0.005477225575051661,0.0,0.0,0.0,0.57437,0.5585461278752583,0.59239,0.56208,0.59807
action = 2,2,0,0.7999999999999999,62,3,0.5496,0.50619,0.57414,0.54345,0.60413,0.01870828693386971,0.032710854467592254,0.05916079783099616,0.04516635916254486,0.0,0.6431414346693485,0.6697442723379613,0.8699439891549807,0.7692817958127243,0.60413
action = 3,3,1,-0.20000000000000007,63,3,0.54979,0.53097,0.56818,0.55546,0.61022,0.021908902300206645,0.026076809620810597,0.010488088481701515,0.03987480407475377,0.0,0.6593345115010332,0.6613540481040531,0.6206204424085076,0.7548340203737688,0.61022
action = 4,4,0,0.7999999999999999,64,3,0.56208,0.53721,0.58009,0.58024,0.61054,0.0,0.024083189157584593,0.029664793948382652,0.0,0.06332456079595025,0.56208,0.6576259457879229,0.7284139697419132,0.58024,0.9271628039797513
