action,label,regret,note,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
1,0,0.6,action = 1,18,4,0.42586,0.48752,0.46274,0.41976,0.48752,0.3400201673117417,0.19631138949318092,0.19631138949318092,0.3400201673117417,0.1075243017652716,0.49386403346234836,0.5267822778986362,0.5020022778986362,0.48776403346234837,0.5090248603530543
4,1,-0.4,action = 4,19,4,0.41953,0.45655,0.43792,0.40747,0.48132,0.34318563694135507,0.17159346194093164,0.19813898032786847,0.34318563694135507,0.10852531565916601,0.48816712738827106,0.4908686923881863,0.4775477960655737,0.476107127388271,0.5030250631318333
4,1,-0.4,action = 4,20,4,0.40747,0.45645,0.4564,0.40747,0.50619,0.3461619457150555,0.1730816219083364,0.19985735872743612,0.3461619457150555,0.10437222810975395,0.4767023891430111,0.4910663243816673,0.4963714717454872,0.4767023891430111,0.5270644456219509
2,1,-0.4,action = 2,21,4,0.40779,0.44411,0.46274,0.40223,0.46889,0.34896945383821176,0.1744853812339692,0.20147827970111734,0.34896945383821176,0.10073926577429987,0.47758389076764235,0.47900707624679384,0.5030356559402235,0.47202389076764234,0.4890378531548599
3,1,-0.4,action = 3,22,4,0.46898,0.48132,0.5,0.47551,0.48799,0.35162545660079186,0.17581338759524268,0.17581338759524268,0.35162545660079186,0.10150599124340316,0.5393050913201584,0.5164826775190485,0.5351626775190486,0.5458350913201584,0.5082911982486806
3,0,0.6,action = 3,23,4,0.48756,0.50619,0.50629,0.52492,0.50619,0.3541447648236826,0.1770730464303703,0.1770730464303703,0.25041879077004014,0.10223325621700408,0.5583889529647366,0.5416046092860741,0.5417046092860741,0.5750037581540081,0.5266366512434009
0,1,-0.4,action = 0,24,4,0.46265,0.48756,0.47522,0.47508,0.50624,0.35654015482845375,0.17827074592409248,0.17827074592409248,0.20584924052553577,0.10292474891835557,0.5339580309656907,0.5232141491848185,0.5108741491848184,0.5162498481051072,0.5268249497836711
0,0,0.6,action = 0,25,4,0.51244,0.50619,0.52478,0.50619,0.50619,0.25372661392016205,0.1794120335345084,0.1794120335345084,0.20716708539462805,0.10358367217655358,0.5631853227840324,0.5420724067069017,0.5606624067069017,0.5476234170789256,0.5269067344353108
2,1,-0.4,action = 2,26,4,0.50624,0.51248,0.51248,0.49376,0.52497,0.2084253880164599,0.18050175602471297,0.18050175602471297,0.2084253880164599,0.1042128242739075,0.547925077603292,0.5485803512049426,0.5485803512049426,0.535445077603292,0.5458125648547816
2,0,0.6,action = 2,27,4,0.50005,0.50005,0.53735,0.50629,0.53111,0.20962906541215648,0.1815441716616858,0.16237808409619275,0.20962906541215648,0.10481466372405307,0.5419758130824313,0.5363588343323371,0.5698256168192386,0.5482158130824313,0.5520729327448106
4,1,-0.4,action = 4,28,4,0.51248,0.49376,0.52497,0.50624,0.5374,0.2107824598288912,0.18254304094335547,0.14904583090468687,0.2107824598288912,0.10539136165329088,0.5546364919657782,0.530268608188671,0.5547791661809374,0.5483964919657782,0.5584782723306582
2,0,0.6,action = 2,29,4,0.49376,0.5,0.52492,0.5,0.51873,0.21188942417227766,0.18350170058525195,0.14982857355071075,0.21188942417227766,0.10178851740833737,0.5361378848344556,0.5367003401170504,0.5548857147101423,0.5423778848344556,0.5390877034816675
3,1,-0.4,action = 3,30,4,0.49376,0.49381,0.51873,0.51248,0.52492,0.2129533922207812,0.18442312432799635,0.13941085267891132,0.2129533922207812,0.10229963178155388,0.5363506784441562,0.5306946248655993,0.5466121705357823,0.5550706784441563,0.5453799263563108
3,1,-0.4,action = 3,31,4,0.48752,0.5,0.48752,0.50624,0.51868,0.21397743675130132,0.18530997327555251,0.14008124782825446,0.18530997327555251,0.10279156749249814,0.5303154873502602,0.5370619946551105,0.5155362495656509,0.5433019946551105,0.5392383134984997
4,0,0.6,action = 4,32,4,0.49376,0.5,0.49376,0.51244,0.53102,0.21496431798123228,0.18616463784729986,0.1407273138632808,0.1665107557208671,0.10326565050841643,0.5367528635962464,0.53723292756946,0.5219054627726561,0.5457421511441735,0.5516731301016833
4,0,0.6,action = 4,33,4,0.52487,0.52492,0.53116,0.53726,0.55598,0.21591652419334426,0.18698927296022705,0.14135067974899093,0.1672483319729161,0.09995005987224481,0.5680533048386688,0.5623178545920454,0.5594301359497982,0.5707096663945832,0.575970011974449
