note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 4,4,1,-0.4,83,2,0.60426,0.60403,0.64465,0.59779,0.52492,0.0,0.0,0.0,0.0,0.04505552130427524,0.60426,0.60403,0.64465,0.59779,0.7501976065213762
action = 0,0,1,-0.4,84,2,0.59793,0.60403,0.64912,0.58601,0.5617,0.034496376621320685,0.013784048752090222,0.0,0.0,0.0,0.7704118831066034,0.6729502437604511,0.64912,0.58601,0.5617
action = 0,0,1,-0.4,85,2,0.61632,0.60959,0.64965,0.57376,0.54927,0.060497933849016694,0.0,0.0,0.04626013402488151,0.06016643582596529,0.9188096692450834,0.60959,0.64965,0.8050606701244076,0.8501021791298264
action = 2,2,1,-0.4,86,2,0.64536,0.61022,0.63243,0.58591,0.58588,0.0,0.01224744871391589,0.04929503017546495,0.0,0.0,0.64536,0.6714572435695795,0.8789051508773248,0.58591,0.58588
action = 2,2,1,-0.4,87,2,0.6333,0.60935,0.64355,0.57922,0.5495,0.0,0.02449489742783178,0.0754983443527075,0.06640783086353597,0.05848076606885378,0.6333,0.7318244871391588,1.0210417217635375,0.9112591543176798,0.841903830344269
action = 1,1,0,0.6,88,2,0.61445,0.60882,0.6649,0.59722,0.58588,0.02569046515733026,0.030331501776206204,0.0,0.0,0.0,0.7429023257866514,0.760477508881031,0.6649,0.59722,0.58588
action = 3,3,0,0.6,89,2,0.61577,0.59807,0.62689,0.56199,0.53102,0.0,0.0,0.0,0.05665686189686118,0.033166247903554,0.61577,0.59807,0.62689,0.8452743094843058,0.6968512395177701
action = 1,1,1,-0.4,90,2,0.60335,0.57413,0.63344,0.54965,0.52492,0.04049691346263317,0.07596051605933177,0.0,0.06387487769068526,0.041109609582188934,0.8058345673131659,0.9539325802966588,0.63344,0.8690243884534262,0.7304680479109447
action = 4,4,1,-0.4,91,2,0.60403,0.61561,0.63268,0.59215,0.52492,0.01816590212458495,0.0,0.0,0.0,0.03605551275463989,0.6948595106229247,0.61561,0.63268,0.59215,0.7051975637731995
action = 0,0,0,0.6,92,2,0.61004,0.61036,0.64472,0.57399,0.55546,0.05049752469181039,0.0,0.0,0.0,0.02949576240750525,0.862527623459052,0.61036,0.64472,0.57399,0.7029388120375262
action = 2,2,0,0.6,93,2,0.60458,0.57963,0.62573,0.53716,0.54345,0.07416198487095663,0.07436396977031283,0.08988882021697693,0.09787747442593725,0.06892024376045111,0.9753899243547831,0.9514498488515641,1.0751741010848845,1.0265473721296863,0.8880512188022556
action = 1,1,0,0.6,94,2,0.62125,0.59825,0.65093,0.59779,0.58573,0.011832159566199232,0.07429670248402684,0.0,0.0,0.0,0.6804107978309961,0.9697335124201342,0.65093,0.59779,0.58573
action = 4,4,0,0.6,95,2,0.62806,0.61579,0.64518,0.57367,0.5434,0.0,0.0,0.0,0.023021728866442676,0.053197744313081545,0.62806,0.61579,0.64518,0.6887786443322134,0.8093887215654076
action = 2,2,0,0.6,96,2,0.59825,0.57404,0.61577,0.56794,0.53106,0.0,0.053197744313081545,0.10908712114635714,0.0,0.039496835316262996,0.59825,0.8400287215654076,1.1612056057317859,0.56794,0.728544176581315
action = 0,0,1,-0.4,97,2,0.58573,0.58633,0.65578,0.55532,0.53111,0.04939635614091387,0.032557641192199414,0.0,0.03577708763999664,0.0354964786985977,0.8327117807045693,0.7491182059609971,0.65578,0.7342054381999832,0.7085923934929885
action = 2,2,1,-0.4,98,2,0.61022,0.58534,0.62585,0.56124,0.53032,0.04604345773288535,0.0535723809439155,0.06862943974709396,0.057879184513951125,0.07092249290598858,0.8404372886644267,0.8532019047195775,0.9689971987354697,0.8506359225697555,0.8849324645299429
action = 2,2,0,0.6,99,2,0.62806,0.59831,0.64983,0.58601,0.56593,0.0,0.0,0.0,0.0,0.0,0.62806,0.59831,0.64983,0.58601,0.56593
action = 2,2,1,-0.4,100,2,0.62117,0.57851,0.63076,0.54271,0.53721,0.0658027355054484,0.0403732584763727,0.08666025617317318,0.06884765791223403,0.04669047011971501,0.9501836775272421,0.7803762923818635,1.0640612808658658,0.8869482895611702,0.770662350598575
action = 1,1,0,0.6,101,2,0.63299,0.58,0.65495,0.59183,0.55574,0.0,0.020493901531919198,0.0,0.0,0.0,0.63299,0.6824695076595959,0.65495,0.59183,0.55574
action = 4,4,0,0.6,102,2,0.60385,0.56775,0.63323,0.53111,0.50046,0.0,0.0,0.0,0.021908902300206645,0.03193743884534263,0.60385,0.56775,0.63323,0.6406545115010331,0.6601471942267132
action = 2,2,1,-0.4,103,2,0.58548,0.55551,0.61004,0.52487,0.50639,0.0,0.01816590212458495,0.03492849839314596,0.04571651780264984,0.01760681686165901,0.58548,0.6463395106229247,0.7846824919657298,0.7534525890132492,0.5944240843082951
action = 0,0,1,-0.4,104,2,0.59777,0.54965,0.62125,0.53721,0.49423,0.03674234614174767,0.02258317958127243,0.0,0.02683281572999748,0.026076809620810597,0.7814817307087384,0.6625658979063621,0.62125,0.6713740786499873,0.624614048104053
action = 0,0,0,0.6,105,2,0.6099,0.55589,0.63402,0.5556,0.51263,0.04147288270665544,0.04878524367060187,0.0,0.012649110640673518,0.02428991560298224,0.8172644135332772,0.7998162183530093,0.63402,0.6188455532033675,0.6340795780149112
action = 0,0,1,-0.4,106,2,0.59239,0.56185,0.62125,0.54941,0.49381,0.05196152422706632,0.030822070014844882,0.0,0.0,0.017320508075688773,0.8521976211353316,0.7159603500742244,0.62125,0.54941,0.5804125403784439
action = 1,1,0,0.6,107,2,0.61492,0.56804,0.62171,0.53116,0.4939,0.013038404810405298,0.06603029607687672,0.0,0.058566201857385286,0.03646916505762094,0.6801120240520265,0.8981914803843836,0.62171,0.8239910092869264,0.6762458252881047
action = 0,0,0,0.6,108,2,0.61632,0.58643,0.61579,0.56208,0.51858,0.0,0.0,0.0,0.0,0.0,0.61632,0.58643,0.61579,0.56208,0.51858
action = 2,2,1,-0.4,109,2,0.5679,0.54955,0.60413,0.51248,0.49381,0.0,0.0,0.06648308055437865,0.02683281572999748,0.018439088914585774,0.5679,0.54955,0.9365454027718932,0.6466440786499874,0.5860054445729289
action = 0,0,1,-0.4,110,2,0.56818,0.51873,0.62767,0.5374,0.48147,0.03885871845545089,0.033316662497915366,0.0,0.02345207879911715,0.04207136793592526,0.7624735922772545,0.6853133124895768,0.62767,0.6546603939955857,0.6918268396796263
action = 1,1,0,0.6,111,2,0.59215,0.53726,0.62111,0.55589,0.54895,0.0,0.03346640106136302,0.0,0.0,0.0,0.59215,0.7045920053068151,0.62111,0.55589,0.54895
action = 0,0,1,-0.4,112,2,0.58578,0.53106,0.62788,0.54355,0.51244,0.05412947441089743,0.04743416490252569,0.0,0.05291502622129181,0.038987177379235856,0.856427372054487,0.7682308245126284,0.62788,0.808125131106459,0.7073758868961793
action = 2,2,1,-0.4,113,2,0.60444,0.5556,0.62155,0.56794,0.52964,0.0,0.0,0.04847679857416329,0.0,0.0,0.60444,0.5556,0.8639339928708165,0.56794,0.52964
action = 0,0,0,0.6,114,2,0.59239,0.55556,0.63291,0.54271,0.49385,0.08099382692526634,0.04959838707054898,0.0,0.06572670690061994,0.02097617696340303,0.9973591346263317,0.8035519353527449,0.63291,0.8713435345030998,0.5987308848170152
action = 2,2,1,-0.4,115,2,0.61054,0.55584,0.63402,0.57414,0.50014,0.0,0.017320508075688773,0.06985699678629192,0.0,0.026457513110645904,0.61054,0.6424425403784438,0.9833049839314596,0.57414,0.6324275655532295
action = 0,0,1,-0.4,116,2,0.59165,0.55565,0.65692,0.58024,0.50619,0.06557438524302,0.032557641192199414,0.0,0.0,0.030331501776206204,0.9195219262151,0.7184382059609971,0.65692,0.58024,0.657847508881031
action = 2,2,1,-0.4,117,2,0.62171,0.56804,0.63599,0.58024,0.52487,0.0,0.0,0.05949789912257407,0.0,0.016431676725154984,0.62171,0.56804,0.9334794956128705,0.58024,0.6070283836257748
action = 2,2,0,0.6,118,2,0.60458,0.5557,0.65021,0.54965,0.53111,0.0,0.008366600265340755,0.07422937423958254,0.0,0.021447610589527218,0.60458,0.5975330013267037,1.0213568711979126,0.54965,0.6383480529476361
action = 0,0,1,-0.4,119,2,0.57399,0.5678,0.65996,0.56156,0.51863,0.07078135347674555,0.0,0.0,0.0,0.010954451150103323,0.9278967673837277,0.5678,0.65996,0.56156,0.5734022557505166
action = 3,3,0,0.6,120,2,0.62196,0.55546,0.62806,0.53721,0.49381,0.0,0.0,0.0,0.03346640106136302,0.029664793948382652,0.62196,0.55546,0.62806,0.704542005306815,0.6421339697419133
action = 2,2,1,-0.4,121,2,0.60444,0.53707,0.61632,0.53731,0.49376,0.0,0.03924283374069717,0.0651920240520265,0.0,0.02073644135332772,0.60444,0.7332841687034859,0.9422801202601325,0.53731,0.5974422067666386
action = 0,0,1,-0.4,122,2,0.60309,0.54317,0.62806,0.53111,0.48771,0.05873670062235365,0.021908902300206645,0.0,0.007745966692414834,0.0,0.8967735031117683,0.6527145115010333,0.62806,0.5698398334620741,0.48771
action = 2,2,0,0.6,123,2,0.61579,0.54969,0.60444,0.51873,0.48175,0.060332412515993424,0.0,0.07867655305108377,0.028106938645110394,0.027568097504180444,0.9174520625799671,0.54969,0.9978227652554188,0.6592646932255519,0.6195904875209022
action = 2,2,0,0.6,124,2,0.63841,0.52487,0.61632,0.53111,0.48216,0.0,0.033763886032268264,0.05882176467941097,0.0,0.0,0.63841,0.6936894301613412,0.9104288233970548,0.53111,0.48216
action = 2,2,0,0.6,125,2,0.60264,0.53731,0.62721,0.51868,0.49395,0.0433589667773576,0.027202941017470887,0.06395310782127793,0.02588435821108957,0.030822070014844882,0.819434833886788,0.6733247050873544,0.9469755391063897,0.6481017910554479,0.6480603500742244
action = 0,0,0,0.6,126,2,0.60426,0.54345,0.62774,0.54969,0.46349,0.0776530746332687,0.026076809620810597,0.0,0.0,0.0,0.9925253731663435,0.673834048104053,0.62774,0.54969,0.46349
action = 2,2,1,-0.4,127,2,0.62157,0.55584,0.58578,0.54355,0.47597,0.0,0.0,0.09534149149242423,0.02073644135332772,0.0,0.62157,0.55584,1.062487457462121,0.6472322067666386,0.47597
action = 2,2,1,-0.4,128,2,0.59113,0.53716,0.63285,0.5436,0.48756,0.05813776741499453,0.0,0.06260990336999411,0.024698178070456937,0.0,0.8818188370749727,0.53716,0.9458995168499706,0.6670908903522846,0.48756
action = 1,1,0,0.6,129,2,0.62171,0.51868,0.65114,0.54345,0.50624,0.0,0.03521363372331802,0.0,0.0,0.01414213562373095,0.62171,0.6947481686165902,0.65114,0.54345,0.5769506781186547
action = 0,0,0,0.6,130,2,0.57367,0.52487,0.62806,0.4939,0.50581,0.04898979485566356,0.0,0.0,0.02258317958127243,0.030983866769659335,0.8186189742783179,0.52487,0.62806,0.6068158979063621,0.6607293338482967
action = 0,0,1,-0.4,131,2,0.57358,0.51244,0.61618,0.53073,0.51784,0.05727128425310541,0.0458257569495584,0.03674234614174767,0.0,0.01870828693386971,0.859936421265527,0.741568784747792,0.7998917307087383,0.53073,0.6113814346693485
action = 2,2,1,-0.4,132,2,0.59825,0.54312,0.61632,0.5434,0.53111,0.017320508075688773,0.0,0.08579044235810887,0.0,0.0,0.6848525403784438,0.54312,1.0452722117905444,0.5434,0.53111
action = 0,0,1,-0.4,133,2,0.60444,0.53716,0.64515,0.5435,0.49376,0.041109609582188934,0.0,0.0,0.047116875957558986,0.024698178070456937,0.8099880479109447,0.53716,0.64515,0.7790843797877949,0.6172508903522846
action = 0,0,0,0.6,134,2,0.62093,0.53731,0.64536,0.55519,0.5,0.07395944834840239,0.0031622776601683794,0.0,0.0,0.018439088914585774,0.9907272417420119,0.5531213883008419,0.64536,0.55519,0.5921954445729288
action = 3,3,1,-0.4,135,2,0.62294,0.53111,0.63384,0.5434,0.5007,0.0031622776601683794,0.027568097504180444,0.0,0.04171330722922842,0.01673320053068151,0.638751388300842,0.6689504875209022,0.63384,0.7519665361461421,0.5843660026534075
action = 2,2,0,0.6,136,2,0.61614,0.5374,0.62157,0.56789,0.51004,0.02588435821108957,0.00894427190999916,0.07231873892705819,0.03987480407475377,0.024899799195977464,0.7455617910554478,0.5821213595499958,0.9831636946352909,0.7672640203737688,0.6345389959798874
action = 2,2,0,0.6,137,2,0.62196,0.54355,0.63384,0.58588,0.52478,0.0,0.0,0.020248456731316585,0.0,0.01224744871391589,0.62196,0.54355,0.7350822836565829,0.58588,0.5860172435695795
action = 0,0,0,0.6,138,2,0.59215,0.52487,0.62806,0.53721,0.49385,0.058223706512038544,0.0,0.0,0.039370039370059055,0.030166206257996712,0.8832685325601927,0.52487,0.62806,0.7340601968502952,0.6446810312899836
action = 2,2,1,-0.4,139,2,0.59831,0.51873,0.62196,0.5617,0.46898,0.03754996671103718,0.041593268686170845,0.04764451699828638,0.0,0.0,0.7860598335551858,0.7266963434308542,0.8601825849914319,0.5617,0.46898
action = 0,0,0,0.6,140,2,0.62196,0.54979,0.62175,0.55584,0.51229,0.0,0.0,0.0,0.00894427190999916,0.013038404810405298,0.62196,0.54979,0.62175,0.6005613595499958,0.5774820240520265
action = 2,2,0,0.6,141,2,0.60426,0.51868,0.6221,0.5495,0.48132,0.0,0.0,0.0,0.0,0.0161245154965971,0.60426,0.51868,0.6221,0.5495,0.5619425774829855
action = 2,2,0,0.6,142,2,0.58033,0.50619,0.59207,0.53111,0.49911,0.0,0.018439088914585774,0.052057660339281484,0.014832396974191326,0.0232379000772445,0.58033,0.5983854445729289,0.8523583016964074,0.6052719848709566,0.6152995003862225
action = 4,4,0,0.6,143,2,0.56194,0.50624,0.60426,0.54965,0.49957,0.0,0.014491376746189439,0.0,0.0,0.02569046515733026,0.56194,0.5786968837309472,0.60426,0.54965,0.6280223257866513
action = 0,0,1,-0.4,144,2,0.55551,0.5,0.5847,0.5,0.47508,0.02846049894151541,0.02258317958127243,0.0,0.019493588689617928,0.04358898943540673,0.697812494707577,0.6129158979063621,0.5847,0.5974679434480896,0.6930249471770337
action = 2,2,1,-0.4,145,2,0.56156,0.50624,0.57414,0.48771,0.47536,0.037682887362833546,0.012649110640673518,0.07422937423958254,0.0,0.06212889826803627,0.7499744368141676,0.5694855532033676,0.9452868711979127,0.48771,0.7860044913401814
action = 0,0,1,-0.4,146,2,0.57385,0.51868,0.60983,0.51858,0.42642,0.028809720581775868,0.03420526275297414,0.0,0.010488088481701515,0.0,0.7178986029088793,0.6897063137648707,0.60983,0.5710204424085076,0.42642
action = 4,4,0,0.6,147,2,0.59712,0.53637,0.59777,0.53027,0.47499,0.0,0.0,0.0,0.0,0.03346640106136302,0.59712,0.53637,0.59777,0.53027,0.642322005306815
action = 2,2,0,0.6,148,2,0.59183,0.50005,0.58047,0.51244,0.44482,0.0,0.02258317958127243,0.07576278769950325,0.015811388300841896,0.03834057902536163,0.59183,0.6129658979063621,0.9592839384975163,0.5914969415042095,0.6365228951268082
action = 0,0,0,0.6,149,2,0.56775,0.50624,0.59849,0.53111,0.4321,0.0324037034920393,0.006324555320336759,0.0,0.0,0.0,0.7297685174601964,0.5378627766016838,0.59849,0.53111,0.4321
action = 2,2,1,-0.4,150,2,0.57399,0.51863,0.57886,0.51244,0.4382,0.0,0.02449489742783178,0.07523297149521611,0.025099800796022267,0.0,0.57399,0.6411044871391589,0.9550248574760807,0.6379390039801114,0.4382
action = 0,0,0,0.6,151,2,0.5495,0.53069,0.616,0.54965,0.46912,0.059916608715780965,0.0,0.0,0.0,0.057096409694480786,0.8490830435789047,0.53069,0.616,0.54965,0.7546020484724039
action = 2,2,1,-0.4,152,2,0.56761,0.52487,0.58024,0.52478,0.4329,0.05744562646538029,0.0,0.09322016949137134,0.03807886552931954,0.0,0.8548381323269014,0.52487,1.0463408474568567,0.7151743276465977,0.4329
action = 3,3,0,0.6,153,2,0.57399,0.53726,0.62774,0.54979,0.43835,0.0,0.0,0.0,0.046151923036857306,0.0,0.57399,0.53726,0.62774,0.7805496151842866,0.43835
action = 4,4,1,-0.4,154,2,0.56695,0.51853,0.6221,0.55524,0.47508,0.0,0.0,0.0,0.0,0.033166247903554,0.56695,0.51853,0.6221,0.55524,0.64091123951777
action = 0,0,0,0.6,155,2,0.54345,0.51244,0.62171,0.50624,0.46918,0.04516635916254486,0.02258317958127243,0.0,0.03660601043544626,0.0,0.7692817958127243,0.6253558979063621,0.62171,0.6892700521772313,0.46918
action = 2,2,1,-0.4,156,2,0.54965,0.52492,0.61593,0.5434,0.48747,0.0,0.0,0.0,0.0,0.022135943621178655,0.54965,0.52492,0.61593,0.5434,0.5981497181058932
action = 2,2,0,0.6,157,2,0.54969,0.51244,0.60942,0.53721,0.47485,0.0,0.015811388300841896,0.02428991560298224,0.0,0.0,0.54969,0.5914969415042095,0.7308695780149111,0.53721,0.47485
action = 2,2,0,0.6,158,2,0.53698,0.50624,0.60364,0.5,0.47527,0.05486346689738081,0.006324555320336759,0.058309518948453,0.03162277660168379,0.0,0.8112973344869041,0.5378627766016838,0.895187594742265,0.658113883008419,0.47527
action = 2,2,1,-0.4,159,2,0.5617,0.50005,0.59229,0.53111,0.48747,0.0,0.017320508075688773,0.05805170109479997,0.0,0.028106938645110394,0.5617,0.5866525403784438,0.8825485054739999,0.53111,0.628004693225552
action = 0,0,1,-0.4,160,2,0.53735,0.49376,0.61579,0.48137,0.46302,0.023664319132398463,0.012649110640673518,0.0,0.0,0.00894427190999916,0.6556715956619923,0.5570055532033675,0.61579,0.48137,0.5077413595499958
action = 2,2,0,0.6,161,2,0.55584,0.5,0.6035,0.51863,0.45669,0.0,0.01,0.0,0.014832396974191326,0.0,0.55584,0.55,0.6035,0.5927919848709566,0.45669
