note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 4,4,1,-0.20000000000000007,29,4,0.55589,0.56804,0.55574,0.56808,0.70501,0.06685805860178712,0.06196773353931867,0.06942621983083912,0.07328028384224504,0.0696419413859206,0.6896061172035742,0.6919754670786373,0.6945924396616783,0.7146405676844901,0.8442938827718413
action = 4,4,1,-0.20000000000000007,30,4,0.58,0.58024,0.59197,0.6099,0.73526,0.0,0.04024922359499621,0.0,0.0,0.0,0.58,0.6607384471899924,0.59197,0.6099,0.73526
action = 4,4,1,-0.20000000000000007,31,4,0.58024,0.56818,0.58643,0.59197,0.7155,0.0363318042491699,0.06276941930590087,0.06332456079595025,0.06663332499583073,0.12153188881935473,0.6529036084983397,0.6937188386118017,0.7130791215919006,0.7252366499916615,0.9585637776387095
action = 4,4,1,-0.20000000000000007,32,4,0.579,0.57382,0.60373,0.60905,0.76509,0.0,0.0,0.0,0.0,0.0,0.579,0.57382,0.60373,0.60905,0.76509
action = 4,4,1,-0.20000000000000007,33,4,0.53111,0.52478,0.54898,0.56165,0.72885,0.08306623862918075,0.07148426400264607,0.06542170893518451,0.06442049363362563,0.046475800154489,0.6972424772583614,0.6677485280052922,0.679823417870369,0.6904909872672512,0.821801600308978
action = 4,4,1,-0.20000000000000007,34,4,0.56804,0.5617,0.57428,0.58601,0.74957,0.014491376746189439,0.01760681686165901,0.04571651780264984,0.0403732584763727,0.03130495168499706,0.5970227534923789,0.596913633723318,0.6657130356052997,0.6667565169527454,0.8121799033699941
action = 4,4,1,-0.20000000000000007,35,4,0.56218,0.57414,0.59253,0.58601,0.75113,0.039370039370059055,0.03391164991562634,0.029832867780352594,0.05347896782848375,0.0,0.6409200787401181,0.6419632998312527,0.6521957355607052,0.6929679356569676,0.75113
action = 4,4,1,-0.20000000000000007,36,4,0.56129,0.57968,0.59144,0.60191,0.75113,0.0746993975879324,0.06957010852370435,0.06379655163094632,0.06819090848492927,0.0917605579756357,0.7106887951758647,0.7188202170474087,0.7190331032618926,0.7382918169698585,0.9346511159512714
action = 4,4,0,0.7999999999999999,37,4,0.57372,0.59785,0.59144,0.60905,0.76715,0.06587867636800242,0.027568097504180444,0.055226805085936304,0.0,0.0,0.7054773527360049,0.6529861950083609,0.7018936101718726,0.60905,0.76715
action = 4,4,1,-0.20000000000000007,38,4,0.53097,0.53721,0.555,0.54271,0.67855,0.05621387729022079,0.0658027355054484,0.07106335201775947,0.06410928169929843,0.0483735464897913,0.6433977545804417,0.6688154710108968,0.697126704035519,0.6709285633985969,0.7752970929795826
action = 4,4,1,-0.20000000000000007,39,4,0.52449,0.55546,0.57859,0.56061,0.69536,0.07556454194925025,0.08191458966508958,0.04959838707054898,0.07867655305108377,0.14611639196202458,0.6756190838985006,0.7192891793301791,0.677786774141098,0.7179631061021676,0.9875927839240491
action = 4,4,0,0.7999999999999999,40,4,0.57914,0.57414,0.59134,0.59725,0.74395,0.03834057902536163,0.03741657386773942,0.0,0.0,0.0,0.6558211580507233,0.6489731477354788,0.59134,0.59725,0.74395
action = 1,1,1,-0.20000000000000007,41,4,0.53655,0.5617,0.54303,0.54898,0.66309,0.05079370039680117,0.055587768438749185,0.043703546766824315,0.02846049894151541,0.0,0.6381374007936023,0.6728755368774983,0.6304370935336486,0.6059009978830309,0.66309
action = 1,1,0,0.7999999999999999,42,4,0.56674,0.59754,0.5851,0.58505,0.67921,0.05468089245796926,0.044944410108488465,0.0,0.007745966692414834,0.0,0.6761017849159385,0.6874288202169769,0.5851,0.6005419333848296,0.67921
action = 4,4,1,-0.20000000000000007,43,4,0.54303,0.5556,0.5617,0.555,0.67548,0.008366600265340755,0.0,0.0,0.0,0.0,0.5597632005306815,0.5556,0.5617,0.555,0.67548
action = 4,4,1,-0.20000000000000007,44,4,0.50747,0.51244,0.51844,0.51868,0.66376,0.05865151319446072,0.027928480087537882,0.02097617696340303,0.02097617696340303,0.05621387729022079,0.6247730263889214,0.5682969601750758,0.5603923539268061,0.5606323539268061,0.7761877545804416
action = 4,4,1,-0.20000000000000007,45,4,0.48279,0.48841,0.4939,0.50137,0.6761,0.0629285308902091,0.05495452665613634,0.0670820393249937,0.06782329983125268,0.15417522498767433,0.6086470617804182,0.5983190533122726,0.6280640786499874,0.6370165996625053,0.9844504499753487
action = 4,4,1,-0.20000000000000007,46,4,0.5435,0.55589,0.56208,0.55574,0.73804,0.06457553716385177,0.007071067811865475,0.0412310562561766,0.04898979485566356,0.0,0.6726510743277035,0.5700321356237309,0.6445421125123533,0.6537195897113272,0.73804
action = 4,4,1,-0.20000000000000007,47,4,0.54941,0.5434,0.56794,0.56165,0.73696,0.04538722287164087,0.04732863826479693,0.04483302354291979,0.0,0.0,0.6401844457432817,0.6380572765295939,0.6576060470858396,0.56165,0.73696
action = 4,4,0,0.7999999999999999,48,4,0.53735,0.55589,0.5801,0.55579,0.73506,0.04743416490252569,0.032557641192199414,0.0,0.04604345773288535,0.04347413023856832,0.6322183298050513,0.6210052823843988,0.5801,0.6478769154657708,0.8220082604771367
action = 4,4,1,-0.20000000000000007,49,4,0.53111,0.54974,0.5739,0.58038,0.73113,0.05848076606885378,0.06016643582596529,0.03885871845545089,0.040987803063838396,0.0575325994545701,0.6480715321377075,0.6700728716519306,0.6516174369109018,0.6623556061276767,0.8461951989091402
action = 4,4,1,-0.20000000000000007,50,4,0.53716,0.55589,0.56794,0.5617,0.73716,0.06244997998398398,0.0483735464897913,0.055856960175075764,0.03178049716414141,0.0,0.662059959967968,0.6526370929795826,0.6796539203501515,0.6252609943282827,0.73716
action = 4,4,1,-0.20000000000000007,51,4,0.54965,0.57414,0.57992,0.57376,0.72905,0.02428991560298224,0.0,0.0,0.0,0.0,0.5982298312059644,0.57414,0.57992,0.57376,0.72905
action = 4,4,1,-0.20000000000000007,52,4,0.53106,0.53735,0.54974,0.53735,0.70906,0.0658027355054484,0.07286974680894671,0.07867655305108377,0.07687652437513028,0.0,0.6626654710108968,0.6830894936178934,0.7070931061021676,0.6911030487502605,0.70906
action = 4,4,1,-0.20000000000000007,53,4,0.54331,0.57399,0.58619,0.57925,0.70146,0.06316644678941502,0.061806148561449774,0.0,0.0,0.07211102550927978,0.66964289357883,0.6976022971228996,0.58619,0.57925,0.8456820510185595
action = 4,4,1,-0.20000000000000007,54,4,0.54345,0.56794,0.57423,0.5617,0.72336,0.06892024376045111,0.04929503017546495,0.05621387729022079,0.03391164991562634,0.12829653151975698,0.6812904875209023,0.6665300603509299,0.6866577545804415,0.6295232998312527,0.9799530630395139
action = 4,4,0,0.7999999999999999,55,4,0.56808,0.57423,0.57992,0.54969,0.75678,0.01224744871391589,0.005477225575051661,0.0,0.025099800796022267,0.0,0.5925748974278318,0.5851844511501033,0.57992,0.5998896015920445,0.75678
action = 4,4,1,-0.20000000000000007,56,4,0.52449,0.54317,0.56184,0.54317,0.70582,0.07867655305108377,0.04764451699828638,0.055407580708780275,0.054497706373754846,0.10158740079360234,0.6818431061021676,0.6384590339965728,0.6726551614175605,0.6521654127475097,0.9089948015872047
action = 4,4,0,0.7999999999999999,57,4,0.53111,0.53735,0.55598,0.55574,0.74256,0.068044103344816,0.047116875957558986,0.04195235392680606,0.03646916505762094,0.0,0.667198206689632,0.631583751915118,0.6398847078536122,0.6286783301152419,0.74256
action = 4,4,1,-0.20000000000000007,58,4,0.54303,0.54271,0.56748,0.56147,0.72046,0.06833739825307955,0.06,0.055407580708780275,0.03193743884534263,0.059749476985158624,0.6797047965061591,0.66271,0.6782951614175605,0.6253448776906853,0.8399589539703173
action = 4,4,1,-0.20000000000000007,59,4,0.53097,0.55589,0.56208,0.54317,0.73636,0.05513619500836089,0.0,0.0,0.0,0.0,0.6412423900167218,0.55589,0.56208,0.54317,0.73636
action = 4,4,1,-0.20000000000000007,60,4,0.53716,0.53726,0.5556,0.53073,0.73331,0.062369864518050704,0.046583258795408464,0.055946402922797456,0.07028513356322232,0.07273238618387273,0.6618997290361014,0.6304265175908169,0.6674928058455949,0.6713002671264446,0.8787747723677455
action = 4,4,1,-0.20000000000000007,61,4,0.54965,0.56208,0.58033,0.57399,0.74636,0.053758720222862454,0.020248456731316585,0.0,0.0,0.0,0.6571674404457248,0.6025769134626332,0.58033,0.57399,0.74636
action = 4,4,1,-0.20000000000000007,62,4,0.53106,0.53731,0.56766,0.5495,0.71147,0.05549774770204643,0.04012480529547776,0.0,0.05621387729022079,0.09428679653058535,0.6420554954040928,0.6175596105909554,0.56766,0.6619277545804416,0.9000435930611708
action = 4,4,1,-0.20000000000000007,63,4,0.54345,0.53735,0.54345,0.56818,0.73825,0.042544094772365294,0.033763886032268264,0.042190046219457975,0.0,0.0,0.6285381895447306,0.6048777720645365,0.627830092438916,0.56818,0.73825
action = 4,4,1,-0.20000000000000007,64,4,0.53102,0.51868,0.5436,0.5436,0.71371,0.06473020933072904,0.060332412515993424,0.06348228099241551,0.05665686189686118,0.0651920240520265,0.6604804186614581,0.6393448250319869,0.670564561984831,0.6569137237937224,0.844094048104053
action = 4,4,1,-0.20000000000000007,65,4,0.54965,0.54965,0.56818,0.55589,0.72801,0.06379655163094632,0.04753945729601885,0.061806148561449774,0.07238784428341542,0.030822070014844882,0.6772431032618926,0.6447289145920376,0.6917922971228996,0.7006656885668309,0.7896541400296898
action = 4,4,1,-0.20000000000000007,66,4,0.56129,0.56612,0.58976,0.58548,0.73961,0.05477225575051661,0.006324555320336759,0.023021728866442676,0.04347413023856832,0.0944986772394196,0.6708345115010332,0.5787691106406735,0.6358034577328853,0.6724282604771367,0.9286073544788391
action = 4,4,0,0.7999999999999999,67,4,0.53651,0.55442,0.5791,0.57949,0.76746,0.07155417527999328,0.023874672772626643,0.05916079783099616,0.05735852159879995,0.0,0.6796183505599867,0.6021693455452533,0.6974215956619922,0.6942070431975998,0.76746
action = 4,4,1,-0.20000000000000007,68,4,0.54898,0.53688,0.58009,0.57982,0.73518,0.06587867636800242,0.05907622195096772,0.027928480087537882,0.0,0.11721774609674084,0.6807373527360049,0.6550324439019355,0.6359469601750758,0.57982,0.9696154921934816
action = 4,4,1,-0.20000000000000007,69,4,0.54927,0.53698,0.57414,0.55574,0.76986,0.07496665925596525,0.034641016151377546,0.039496835316262996,0.059833101206606364,0.048682645778552344,0.6992033185119305,0.6062620323027551,0.6531336706325259,0.6754062024132127,0.8672252915571047
action = 4,4,1,-0.20000000000000007,70,4,0.57992,0.53721,0.58601,0.58573,0.77911,0.013038404810405298,0.03391164991562634,0.0,0.030166206257996712,0.012649110640673518,0.6059968096208106,0.6050332998312526,0.58601,0.6460624125159934,0.804408221281347
action = 4,4,0,0.7999999999999999,71,4,0.55579,0.53102,0.56185,0.58,0.78628,0.042544094772365294,0.022135943621178655,0.0216794833886788,0.0,0.0,0.6408781895447306,0.5752918872423574,0.6052089667773576,0.58,0.78628
action = 4,4,1,-0.20000000000000007,72,4,0.53102,0.50605,0.54965,0.55584,0.75559,0.08774964387392122,0.053197744313081545,0.06655824516917494,0.05089204259999789,0.0,0.7065192877478425,0.6124454886261631,0.6827664903383499,0.6576240851999958,0.75559
action = 4,4,1,-0.20000000000000007,73,4,0.561,0.51853,0.57414,0.57399,0.75467,0.06284902544988268,0.0506951674225463,0.011401754250991379,0.0,0.0,0.6866980508997654,0.6199203348450927,0.5969435085019827,0.57399,0.75467
action = 4,4,0,0.7999999999999999,74,4,0.55481,0.53102,0.57428,0.57428,0.74915,0.046475800154489,0.05029910535983717,0.0,0.01,0.04277849927241487,0.647761600308978,0.6316182107196744,0.57428,0.59428,0.8347069985448298
action = 4,4,0,0.7999999999999999,75,4,0.54317,0.54317,0.56818,0.57423,0.74084,0.05431390245600108,0.033316662497915366,0.04171330722922842,0.056833088953531286,0.0681175454637056,0.6517978049120022,0.6098033249958308,0.6516066144584569,0.6878961779070626,0.8770750909274112
action = 4,4,0,0.7999999999999999,76,4,0.53059,0.54317,0.5679,0.57399,0.74344,0.06,0.04979959839195493,0.062048368229954284,0.07035623639735145,0.07778174593052023,0.65059,0.6427691967839099,0.6919967364599086,0.7147024727947029,0.8990034918610404
action = 4,4,1,-0.20000000000000007,77,4,0.55579,0.55519,0.59158,0.59763,0.74392,0.04806245936279166,0.0,0.0,0.0,0.092951600308978,0.6519149187255833,0.55519,0.59158,0.59763,0.9298232006179561
action = 4,4,1,-0.20000000000000007,78,4,0.54955,0.53721,0.57437,0.56794,0.7499,0.04358898943540673,0.01673320053068151,0.0,0.0,0.0,0.6367279788708134,0.570676401061363,0.57437,0.56794,0.7499
action = 4,4,1,-0.20000000000000007,79,4,0.53097,0.51863,0.54965,0.54955,0.74426,0.059916608715780965,0.04516635916254486,0.0412310562561766,0.04171330722922842,0.0,0.650803217431562,0.6089627183250897,0.6321121125123532,0.6329766144584568,0.74426
action = 4,4,0,0.7999999999999999,80,4,0.54965,0.52487,0.54965,0.5495,0.7204,0.0650384501660364,0.05949789912257407,0.06,0.07402702209328699,0.12033287165193059,0.6797269003320727,0.6438657982451481,0.66965,0.697554044186574,0.9610657433038612
action = 4,4,1,-0.20000000000000007,81,4,0.5556,0.55574,0.5801,0.58619,0.7442,0.042190046219457975,0.0,0.010954451150103323,0.0,0.0,0.639980092438916,0.55574,0.6020089023002066,0.58619,0.7442
action = 4,4,1,-0.20000000000000007,82,4,0.54317,0.5434,0.55546,0.5679,0.70757,0.04207136793592526,0.023874672772626643,0.042426406871192854,0.022360679774997897,0.12222929272478017,0.6273127358718505,0.5911493455452532,0.6403128137423857,0.6126213595499957,0.9520285854495604
action = 4,4,0,0.7999999999999999,83,4,0.55546,0.53102,0.56165,0.5678,0.74054,0.03619392214170771,0.033316662497915366,0.0,0.0,0.0,0.6278478442834153,0.5976533249958308,0.56165,0.5678,0.74054
action = 4,4,1,-0.20000000000000007,84,4,0.52487,0.53716,0.53721,0.54936,0.7204,0.06268971207462992,0.055946402922797456,0.07655063683601855,0.054037024344425186,0.05813776741499453,0.6502494241492598,0.6490528058455949,0.690311273672037,0.6574340486888504,0.8366755348299891
action = 4,4,1,-0.20000000000000007,85,4,0.54895,0.561,0.5678,0.5617,0.73751,0.0458257569495584,0.0,0.015165750888103102,0.045607017003965515,0.0,0.6406015138991168,0.561,0.5981315017762062,0.652914034007931,0.73751
action = 4,4,1,-0.20000000000000007,86,4,0.53069,0.53069,0.56138,0.5556,0.70316,0.06826419266350404,0.05128352561983234,0.03605551275463989,0.04415880433163923,0.09497368056467012,0.6672183853270081,0.6332570512396647,0.6334910255092798,0.6439176086632784,0.8931073611293403
action = 4,4,1,-0.20000000000000007,87,4,0.55519,0.54895,0.55551,0.57414,0.73274,0.06016643582596529,0.05338539126015656,0.06426507605223851,0.058223706512038544,0.0031622776601683794,0.6755228716519306,0.6557207825203132,0.684040152104477,0.6905874130240771,0.7390645553203367
action = 4,4,1,-0.20000000000000007,88,4,0.54827,0.55241,0.57213,0.58357,0.73965,0.06379655163094632,0.0291547594742265,0.04266145801540308,0.0,0.0,0.6758631032618927,0.610719518948453,0.6574529160308062,0.58357,0.73965
action = 4,4,1,-0.20000000000000007,89,4,0.55451,0.55451,0.58456,0.567,0.73214,0.04626013402488151,0.02345207879911715,0.0,0.03847076812334269,0.0658027355054484,0.6470302680497629,0.6014141575982342,0.58456,0.6439415362466854,0.8637454710108968
action = 4,4,0,0.7999999999999999,90,4,0.54832,0.55514,0.5668,0.57924,0.75392,0.05138093031466052,0.0,0.0,0.027568097504180444,0.0,0.651081860629321,0.55514,0.5668,0.6343761950083608,0.75392
action = 4,4,1,-0.20000000000000007,91,4,0.53626,0.53689,0.56671,0.57276,0.73084,0.06496152707564685,0.03885871845545089,0.0291547594742265,0.04753945729601885,0.01816590212458495,0.6661830541512936,0.6146074369109018,0.6250195189484531,0.6678389145920377,0.76717180424917
action = 4,4,1,-0.20000000000000007,92,4,0.55505,0.5434,0.56775,0.5733,0.74307,0.053851648071345036,0.045934736311423405,0.0,0.0,0.0,0.6627532961426901,0.6352694726228468,0.56775,0.5733,0.74307
action = 4,4,1,-0.20000000000000007,93,4,0.57924,0.56124,0.55505,0.55523,0.73476,0.0,0.0,0.023021728866442676,0.0,0.0,0.57924,0.56124,0.6010934577328854,0.55523,0.73476
action = 4,4,1,-0.20000000000000007,94,4,0.51863,0.51868,0.5434,0.53731,0.72742,0.05949789912257407,0.05412947441089743,0.03346640106136302,0.058223706512038544,0.10143963722332608,0.6376257982451482,0.6269389488217949,0.610332802122726,0.6537574130240771,0.9302992744466521
action = 4,4,1,-0.20000000000000007,95,4,0.54895,0.54927,0.5678,0.5617,0.75143,0.03492849839314596,0.0,0.0,0.0,0.0,0.6188069967862919,0.54927,0.5678,0.5617,0.75143
action = 4,4,1,-0.20000000000000007,96,4,0.50624,0.52487,0.5495,0.53731,0.73333,0.0433589667773576,0.0324037034920393,0.01414213562373095,0.045934736311423405,0.027018512172212593,0.5929579335547153,0.5896774069840786,0.5777842712474619,0.6291794726228468,0.7873670243444252
action = 4,4,1,-0.20000000000000007,97,4,0.52487,0.52492,0.5556,0.55556,0.73678,0.06892024376045111,0.04505552130427524,0.021213203435596427,0.03162277660168379,0.08683317338436963,0.6627104875209022,0.6150310426085506,0.5980264068711928,0.6188055532033676,0.9104463467687393
action = 4,4,1,-0.20000000000000007,98,4,0.54345,0.51868,0.54965,0.55565,0.75763,0.0408656334834051,0.04049691346263317,0.03714835124201342,0.03577708763999664,0.0,0.6251812669668102,0.5996738269252664,0.6239467024840268,0.6272041752799933,0.75763
action = 4,4,0,0.7999999999999999,99,4,0.5679,0.53721,0.55574,0.57367,0.71627,0.0,0.0340587727318528,0.007745966692414834,0.0,0.0,0.5679,0.6053275454637056,0.5712319333848297,0.57367,0.71627
action = 4,4,1,-0.20000000000000007,100,4,0.53082,0.53097,0.56185,0.56175,0.7057,0.0697853852894716,0.0510881590977792,0.03674234614174767,0.032710854467592254,0.09808159868191382,0.6703907705789431,0.6331463181955584,0.6353346922834953,0.6271717089351845,0.9018631973638276
action = 4,4,1,-0.20000000000000007,101,4,0.56199,0.54965,0.58024,0.57367,0.73442,0.025099800796022267,0.0,0.0,0.020248456731316585,0.08514693182963201,0.6121896015920445,0.54965,0.58024,0.6141669134626332,0.904713863659264
action = 4,4,1,-0.20000000000000007,102,4,0.54355,0.53735,0.54965,0.56794,0.75763,0.04795831523312719,0.025298221281347035,0.0403732584763727,0.035637059362410926,0.0,0.6394666304662544,0.587946442562694,0.6303965169527453,0.6392141187248218,0.75763
action = 4,4,0,0.7999999999999999,103,4,0.54331,0.53102,0.5495,0.53693,0.75092,0.06316644678941502,0.05431390245600108,0.05329165037789691,0.06511528238439883,0.033166247903554,0.66964289357883,0.6396478049120022,0.6560833007557938,0.6671605647687977,0.817252495807108
action = 4,4,1,-0.20000000000000007,104,4,0.56725,0.54312,0.5618,0.5679,0.7389,0.011401754250991379,0.009486832980505138,0.01870828693386971,0.02588435821108957,0.041352146256270664,0.5900535085019828,0.5620936659610103,0.5992165738677394,0.6196687164221791,0.8216042925125413
action = 4,4,1,-0.20000000000000007,105,4,0.52478,0.51248,0.54965,0.56194,0.74755,0.07655063683601855,0.052057660339281484,0.04722287581247038,0.04919349550499537,0.07141428428542851,0.6778812736720371,0.616595320678563,0.6440957516249407,0.6603269910099907,0.8903785685708571
action = 4,4,1,-0.20000000000000007,106,4,0.5374,0.53111,0.55589,0.56199,0.76715,0.08378544026261364,0.043243496620879306,0.039496835316262996,0.048682645778552344,0.0,0.7049708805252273,0.6175969932417585,0.634883670632526,0.6593552915571047,0.76715
action = 4,4,1,-0.20000000000000007,107,4,0.53721,0.51863,0.54955,0.55589,0.73323,0.07134423592694787,0.05039841267341661,0.0523450093132096,0.020248456731316585,0.0,0.6798984718538957,0.6194268253468332,0.6542400186264192,0.5963869134626332,0.73323
action = 4,4,1,-0.20000000000000007,108,4,0.51263,0.52492,0.53707,0.56142,0.73781,0.06819090848492927,0.04312771730569565,0.056833088953531286,0.0,0.08099382692526634,0.6490118169698585,0.6111754346113913,0.6507361779070626,0.56142,0.8997976538505327
action = 4,4,1,-0.20000000000000007,109,4,0.51882,0.53721,0.5557,0.54331,0.75678,0.066332495807108,0.00894427190999916,0.022135943621178655,0.026076809620810597,0.0,0.6514849916142159,0.5550985438199982,0.5999718872423573,0.5954636192416212,0.75678
action = 4,4,0,0.7999999999999999,110,4,0.51868,0.53111,0.53721,0.53707,0.74813,0.03872983346207417,0.019748417658131498,0.02097617696340303,0.0354964786985977,0.0,0.5961396669241483,0.570606835316263,0.579162353926806,0.6080629573971954,0.74813
action = 4,4,1,-0.20000000000000007,111,4,0.5,0.5,0.51229,0.5183,0.7288,0.04347413023856832,0.03741657386773942,0.028982753492378877,0.03521363372331802,0.0,0.5869482604771367,0.5748331477354789,0.5702555069847578,0.5887272674466361,0.7288
